smiles_std,molecule_chembl_id,p_tyk2_all,p_tyk2,tyk2_binned_only,domain,p_jak1_all,p_jak1,sel_jak1,p_jak2_all,p_jak2,sel_jak2,p_jak3_all,p_jak3,sel_jak3,n_jak_tested,min_selectivity,cross_assay
CCOC(=O)Cn1cc(Nc2ncc3ccn(CCC#N)c3n2)cn1,CHEMBL5800655,6.26,6.26,False,Other,5.26,,,6.26,6.26,0.0,6.26,6.26,0.0,2,0.0,False
CCOC(=O)Cn1cc(Nc2ncc3ccn(C[C@H]4CC[C@@H](OC)CC4)c3n2)cn1,CHEMBL5975163,6.26,6.26,False,Other,5.26,,,6.26,6.26,0.0,6.26,6.26,0.0,2,0.0,False
CCOC(=O)Cn1cc(Nc2ncc3ccn(Cc4csc(C)n4)c3n2)cn1,CHEMBL5824702,6.26,6.26,False,Other,6.26,,,,,,,,,0,,False
CCOC(=O)Cn1ccc(Nc2ncc3ccn(CC(CC)CC)c3n2)n1,CHEMBL6034680,6.26,6.26,False,Other,5.26,,,6.26,6.26,0.0,6.26,6.26,0.0,2,0.0,False
CCOC(=O)N1CC(c2nc3cnc4[nH]ccc4c3n2[C@H]2CC[C@H](CC#N)CC2)C1,CHEMBL5857596,7.19,7.19,False,JH2,9.15,9.15,-1.96,6.96,6.96,0.23000000000000043,5.96,5.96,1.2300000000000004,3,-1.96,True
CCOC(=O)N1[C@@H]2CCC[C@H]1C[C@H](Nc1nc(Nc3cc(C)[nH]n3)cc3ncccc13)C2,CHEMBL5884872,9.26,,True,Other,9.26,,,,,,7.3,,,0,,False
CCOC(=O)N1[C@@H]2CC[C@H]1CN(c1ccnc(Nc3cnsc3)n1)C2,CHEMBL6015960,7.19,7.19,False,Other,7.17,7.17,0.020000000000000462,6.16,6.16,1.0300000000000002,,,,2,0.020000000000000462,False
CCOC(=O)N1[C@@H]2CC[C@H]1C[C@H](Nc1nc(Nc3cc(C)[nH]n3)cc3ncccc13)C2,CHEMBL5740430,7.3,,True,Other,9.26,,,9.26,,,7.3,,,0,,False
CCOC(=O)Nc1cncc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CN(S(C)(=O)=O)C4)n3)n2)c1,CHEMBL5960220,6.87,6.87,False,Other,,,,,,,,,,0,,False
CCOC(=O)Oc1cccc(Nc2cc(Nc3ccccc3Cl)c(C(N)=O)cn2)n1,CHEMBL5279787,7.23,7.23,False,Other,6.88,6.88,0.35000000000000053,6.28,6.28,0.9500000000000002,7.12,7.12,0.11000000000000032,3,0.11000000000000032,False
CCOC(=O)c1ccc(Nc2cc(Nc3ccccc3Cl)c(C(N)=O)cn2)nc1,CHEMBL5420971,6.77,6.77,False,Other,6.92,6.92,-0.15000000000000036,6.96,6.96,-0.1900000000000004,6.77,6.77,0.0,3,-0.1900000000000004,False
CCOC(=O)c1ccc(Nc2ncc3ccn(CC(CC)CC)c3n2)cc1,CHEMBL6060952,6.26,6.26,False,Other,6.26,,,6.26,6.26,0.0,6.26,6.26,0.0,2,0.0,False
CCOC(=O)c1cccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)c1,CHEMBL1287812,5.76,5.76,False,Other,6.0,6.0,-0.2400000000000002,,,,,,,1,-0.2400000000000002,False
CCOC(=O)c1cccc(Nc2nc(N)n(C(=O)c3ccccc3F)n2)c1,CHEMBL1288062,5.22,5.22,False,Other,,,,,,,,,,0,,False
CCOC(C)n1cc(-c2nc(-c3cnn(C)c3)cn3nccc23)cn1,CHEMBL5802159,5.26,,True,JH1,5.26,,,5.26,,,5.26,,,0,,False
CCOC(C)n1cc(-c2nc(Nc3ccc4c(c3)CCN4S(=O)(=O)c3ccc(C(F)(F)F)cc3)ncc2C)cn1,CHEMBL4872684,7.42,7.42,False,Other,6.42,6.42,1.0,6.47,6.47,0.9500000000000002,6.29,6.29,1.13,3,0.9500000000000002,False
CCOCC(=O)N1[C@@H]2CCC[C@H]1C[C@H](Nc1nc(Nc3cc(C)[nH]n3)cc3ncccc13)C2,CHEMBL5992579,7.3,,True,Other,9.26,,,9.26,,,7.3,,,0,,False
CCOCC(=O)N1[C@@H]2CC[C@H]1C[C@H](Nc1nc(Nc3cc(C)[nH]n3)cc3ncccc13)C2,CHEMBL5776583,7.3,,True,Other,7.3,,,7.3,,,7.3,,,0,,False
CCOCC1(F)CCN(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)CC1,CHEMBL5794012,5.0,5.0,False,Other,7.11,7.11,-2.1100000000000003,5.62,5.62,-0.6200000000000001,5.0,5.0,0.0,3,-2.1100000000000003,False
CCOP(=O)(Cc1ccc(NC(=O)Cc2nc3cnc4[nH]ccc4c3n2[C@H]2CC[C@H](CC#N)CC2)cc1)OCC,CHEMBL5756335,8.15,8.15,False,JH2,9.22,9.22,-1.0700000000000003,8.42,8.42,-0.2699999999999996,7.48,7.48,0.6699999999999999,3,-1.0700000000000003,True
CCO[C@@H]1CC[C@H]1NC(=O)c1cnn2c(NC)cc(Nc3cccn(-c4ccccn4)c3=O)nc12,CHEMBL5885810,9.22,,True,JH2,,,,,,,,,,0,,True
CCOc1cc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)ccn1,CHEMBL5794903,9.05,9.05,False,Other,10.96,10.96,-1.9100000000000001,9.48,9.48,-0.4299999999999997,8.0,8.0,1.0500000000000007,3,-1.9100000000000001,False
CCOc1ccc(-c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(C(N)=O)cnn3c2)cn1,CHEMBL4091096,7.42,7.42,False,Other,8.4,8.4,-0.9800000000000004,7.52,7.52,-0.09999999999999964,8.96,8.96,-1.540000000000001,3,-1.540000000000001,False
CCOc1ccc(-n2cccc(Nc3cc(N)n4ncc(C(N)=O)c4n3)c2=O)nn1,CHEMBL5994004,9.22,,True,JH2,,,,,,,,,,0,,True
CCOc1ccc(-n2cccc(Nc3cc(NC)n4ncc(C(=O)NC5CC5)c4n3)c2=O)nn1,CHEMBL6033852,9.22,,True,JH2,,,,,,,,,,0,,True
CCOc1ccc(-n2cccc(Nc3cc(NC)n4ncc(C(N)=O)c4n3)c2=O)nn1,CHEMBL6004701,8.26,,True,JH2,,,,,,,,,,0,,True
CCOc1ccc(Cl)cc1-c1nn([C@H]2CCCC[C@@H]2O)cc1NC(=O)c1cnn2cccnc12,CHEMBL3667528,7.12,7.12,False,JH1,8.42,8.42,-1.2999999999999998,7.9,7.9,-0.7800000000000002,6.68,6.68,0.4400000000000004,3,-1.2999999999999998,False
CCOc1ccc(Nc2cc(Nc3ccc(F)cc3S(C)(=O)=O)c3nc(C(F)F)[nH]c3n2)nc1C#N,CHEMBL5764713,9.52,,True,JH2,,,,,,,,,,0,,True
CCOc1ccc(Nc2cc(Nc3ccc(F)cc3S(C)(=O)=O)c3nc(C)[nH]c3n2)nc1C#N,CHEMBL5794778,9.52,,True,JH2,,,,,,,,,,0,,True
CCOc1ccc(Nc2cc(Nc3ccccc3S(C)(=O)=O)c3nc(C(F)F)[nH]c3n2)nc1C#N,CHEMBL5845713,9.52,,True,JH2,,,,,,,,,,0,,True
CCOc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cc1,CHEMBL5826986,8.5,8.5,False,Other,10.57,10.57,-2.0700000000000003,9.28,9.28,-0.7799999999999994,8.0,8.0,0.5,3,-2.0700000000000003,False
CCOc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cc1Cl,CHEMBL5765697,8.45,8.45,False,Other,10.66,10.66,-2.210000000000001,9.29,9.29,-0.8399999999999999,8.0,8.0,0.4499999999999993,3,-2.210000000000001,False
CCOc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cn1,CHEMBL5950639,8.6,8.6,False,Other,10.89,10.89,-2.290000000000001,9.6,9.6,-1.0,8.14,8.14,0.4599999999999991,3,-2.290000000000001,False
CCOc1cccc(Nc2cc(NC)n3ncc(C(=O)N[C@@H]4CCN(C)C4=O)c3n2)n1,CHEMBL5428659,7.42,7.42,False,JH2,,,,,,,,,,0,,True
CCOc1cccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c1,CHEMBL5901815,9.52,9.52,False,Other,10.74,10.74,-1.2200000000000006,9.46,9.46,0.05999999999999872,8.0,8.0,1.5199999999999996,3,-1.2200000000000006,False
CCOc1ncc(-c2ccn(C)n2)cc1-c1cc2c(C(=O)NC)cnc(NC(=O)C3CC3)c2[nH]1,CHEMBL5937850,8.26,,True,JH2,,,,,,,,,,0,,True
CCOc1ncccc1-c1cc2c(C(=O)NC)cnc(NC(=O)C3CC3)c2[nH]1,CHEMBL6043306,9.22,,True,JH2,,,,,,,,,,0,,True
CCOc1ncccc1S(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,CHEMBL6054620,8.91,8.91,False,Other,,,,9.28,9.28,-0.3699999999999992,8.0,8.0,0.9100000000000001,2,-0.3699999999999992,False
CCS(=O)(=O)N(C)c1ccccc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)cc2[nH]nc(C(=O)NC)c12,CHEMBL5843307,7.45,7.45,False,Other,8.28,8.28,-0.8299999999999992,7.58,7.58,-0.1299999999999999,6.93,6.93,0.5200000000000005,3,-0.8299999999999992,False
CCS(=O)(=O)N(C)c1ccccc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)cc2[nH]nc(C(N)=O)c12,CHEMBL5746265,7.09,7.09,False,Other,8.11,8.11,-1.0199999999999996,7.33,7.33,-0.2400000000000002,6.81,6.81,0.28000000000000025,3,-1.0199999999999996,False
CCS(=O)(=O)N(C)c1ccccc1Nc1cc(Nc2cccc(C#N)n2)nc2[nH]c(C)nc12,CHEMBL5874355,9.52,,True,JH2,,,,,,,,,,0,,True
CCS(=O)(=O)N1CC(C(C)C#N)(n2cc(-c3c(C#N)cnc4[nH]ccc34)cn2)C1,CHEMBL5961025,7.52,7.52,False,Other,8.78,8.78,-1.2599999999999998,8.93,8.93,-1.4100000000000001,7.7,7.7,-0.1800000000000006,3,-1.4100000000000001,False
CCS(=O)(=O)N1CC(C(C)C#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,CHEMBL6028538,7.52,7.52,False,Other,9.07,9.07,-1.5500000000000007,8.74,8.74,-1.2200000000000006,7.7,7.7,-0.1800000000000006,3,-1.5500000000000007,False
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3c(C#N)cnc4[nH]ccc34)cn2)C1,CHEMBL5869029,7.57,7.57,False,Other,9.15,9.15,-1.58,8.83,8.83,-1.2599999999999998,7.47,7.47,0.10000000000000053,3,-1.58,False
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ccnc4[nH]ccc34)c(C)n2)C1,CHEMBL5995252,7.52,7.52,False,Other,8.54,8.54,-1.0199999999999996,8.84,8.84,-1.3200000000000003,,,,2,-1.3200000000000003,False
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ccnc4[nH]ccc34)cn2)C1,CHEMBL5782886,7.56,7.56,False,Other,8.98,8.98,-1.4200000000000008,9.09,9.09,-1.5300000000000002,7.32,7.32,0.23999999999999932,3,-1.5300000000000002,False
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,CHEMBL2105759,7.52,7.52,False,Other,8.4,8.4,-0.8800000000000008,8.18,8.18,-0.6600000000000001,6.6,6.6,0.9199999999999999,3,-0.8800000000000008,False
CCS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4cnn(C)c4)cc4ncccc34)n2)C1,CHEMBL5842796,7.41,7.41,False,Other,5.87,5.87,1.54,6.76,6.76,0.6500000000000004,5.09,5.09,2.3200000000000003,3,0.6500000000000004,False
CCS(=O)(=O)N1CC(N(C)c2ncnc3[nH]ccc23)C2(CC2)C1,CHEMBL5889676,6.7,6.7,False,Other,7.465,7.465,-0.7649999999999997,,,,,,,1,-0.7649999999999997,False
CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1,CHEMBL3991929,7.87,7.87,False,Other,7.65,7.65,0.21999999999999975,8.05,8.05,-0.1800000000000006,8.1,8.1,-0.22999999999999954,3,-0.22999999999999954,False
CCS(=O)(=O)N1CCN(c2ccc3cc2COCC=CCOCc2cccc(c2)-c2ccnc(n2)N3)CC1,CHEMBL2181326,6.85,6.85,False,Other,,,,6.82,6.82,0.02999999999999936,,,,1,0.02999999999999936,False
CCS(=O)(=O)N1CCc2cc(Nc3ncc(C)c(-c4cnn(C(C)C)c4)n3)ccc21,CHEMBL4867814,8.79,8.79,False,Other,,,,8.56,8.56,0.22999999999999865,,,,1,0.22999999999999865,False
CCS(=O)(=O)N1[C@@H]2CCC[C@H]1C[C@H](Nc1nc(Nc3cc(C)[nH]n3)cc3nc(CN4CCOCC4)ccc13)C2,CHEMBL5851666,9.26,,True,Other,,,,,,,9.26,,,0,,False
CCS(=O)(=O)N1[C@@H]2CCC[C@H]1C[C@H](Nc1nc(Nc3cc(C)[nH]n3)cc3ncccc13)C2,CHEMBL5823501,9.26,,True,Other,,,,,,,9.26,,,0,,False
CCS(=O)(=O)N1[C@@H]2CC[C@H]1C[C@H](Nc1nc(Nc3cc(C)[nH]n3)c(F)c3ncccc13)C2,CHEMBL5763505,7.3,,True,Other,9.26,,,9.26,,,7.3,,,0,,False
CCS(=O)(=O)N1[C@@H]2CC[C@H]1C[C@H](Nc1nc(Nc3cc(C)[nH]n3)cc3nc(CN4CCOCC4)ccc13)C2,CHEMBL6031893,9.26,,True,Other,9.26,,,,,,9.26,,,0,,False
CCS(=O)(=O)N1[C@@H]2CC[C@H]1C[C@H](Nc1nc(Nc3cc(C)[nH]n3)cc3nc(CO)ccc13)C2,CHEMBL5978608,9.26,,True,Other,,,,,,,7.3,,,0,,False
CCS(=O)(=O)N1[C@@H]2CC[C@H]1C[C@H](Nc1nc(Nc3cc(C)[nH]n3)cc3nc(COO)ccc13)C2,CHEMBL5840920,9.26,,True,Other,,,,,,,7.3,,,0,,False
CCS(=O)(=O)N1[C@@H]2CC[C@H]1C[C@H](Nc1nc(Nc3cc(C)[nH]n3)cc3nc(OC)ccc13)C2,CHEMBL5873656,9.26,,True,Other,9.26,,,9.26,,,7.3,,,0,,False
CCS(=O)(=O)N1[C@@H]2CC[C@H]1C[C@H](Nc1nc(Nc3cc(C)[nH]n3)cc3ncc(C(=O)OC)cc13)C2,CHEMBL5785106,9.26,,True,Other,,,,,,,7.3,,,0,,False
CCS(=O)(=O)N1[C@@H]2CC[C@H]1C[C@H](Nc1nc(Nc3cc(C)[nH]n3)cc3nccc(OC)c13)C2,CHEMBL5958721,7.3,,True,Other,9.26,,,9.26,,,7.3,,,0,,False
CCS(=O)(=O)N1[C@@H]2CC[C@H]1C[C@H](Nc1nc(Nc3cc(C)[nH]n3)cc3ncccc13)C2,CHEMBL5964465,9.26,,True,Other,,,,9.26,,,7.3,,,0,,False
CCS(=O)(=O)NCc1ccc(Nc2ncc(C)c(-c3cnn(C(C)C)c3)n2)cc1,CHEMBL5424098,6.72,6.72,False,Other,6.85,6.85,-0.1299999999999999,7.445,7.445,-0.7250000000000005,6.54,6.54,0.17999999999999972,3,-0.7250000000000005,False
CCS(=O)(=O)Nc1cc(-c2c(C)cc(O)cc2C)cc2[nH]ncc12,CHEMBL4577685,5.2,5.2,False,Other,5.54,5.54,-0.33999999999999986,5.7,5.7,-0.5,5.6,5.6,-0.39999999999999947,3,-0.5,False
CCS(=O)(=O)Nc1cc(-c2ccc(O)c(C)c2)cc2[nH]ncc12,CHEMBL4551312,6.1,6.1,False,Other,6.53,6.53,-0.4300000000000006,6.9,6.9,-0.8000000000000007,7.2,7.2,-1.1000000000000005,3,-1.1000000000000005,False
CCS(=O)(=O)Nc1cc(-c2ccc(O)c(Cl)c2)cc2[nH]ncc12,CHEMBL4518744,6.6,6.6,False,Other,7.15,7.15,-0.5500000000000007,7.7,7.7,-1.1000000000000005,7.9,7.9,-1.3000000000000007,3,-1.3000000000000007,False
CCS(=O)(=O)Nc1cc(-c2ccc(O)c(F)c2)cc2[nH]ncc12,CHEMBL4516561,6.6,6.6,False,Other,7.54,7.54,-0.9400000000000004,8.1,8.1,-1.5,8.0,8.0,-1.4000000000000004,3,-1.5,False
CCS(=O)(=O)Nc1cc(-c2ccc(O)c(OC)c2)cc2[nH]ncc12,CHEMBL4564318,5.6,5.6,False,Other,6.07,6.07,-0.47000000000000064,6.0,6.0,-0.40000000000000036,6.6,6.6,-1.0,3,-1.0,False
CCS(=O)(=O)Nc1cc(-c2ccc(O)cc2)cc2[nH]ncc12,CHEMBL4531121,6.4,6.4,False,Other,7.43,7.43,-1.0299999999999994,8.0,8.0,-1.5999999999999996,8.1,8.1,-1.6999999999999993,3,-1.6999999999999993,False
CCS(=O)(=O)Nc1cc(-c2ccc(O)cc2C)cc2[nH]ncc12,CHEMBL4567992,6.1,6.1,False,Other,7.26,7.26,-1.1600000000000001,7.5,7.5,-1.4000000000000004,7.6,7.6,-1.5,3,-1.5,False
CCS(=O)(=O)Nc1cc(-c2ccc(O)cc2Cl)cc2[nH]ncc12,CHEMBL4589842,6.5,6.5,False,Other,7.72,7.72,-1.2199999999999998,7.7,7.7,-1.2000000000000002,7.8,7.8,-1.2999999999999998,3,-1.2999999999999998,False
CCS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,CHEMBL1997597,6.7,6.7,False,Other,,,,7.3,7.3,-0.5999999999999996,6.8,6.8,-0.09999999999999964,2,-0.5999999999999996,False
CCS(=O)(=O)Nc1ccc2c(c1)/C(=C(/Nc1ccc(CN3CCCCC3)cc1)c1ccccc1)C(=O)N2,CHEMBL514409,7.12,7.12,False,Other,,,,,,,,,,0,,False
CCS(=O)(=O)c1cccc(-c2cn(C)c3cnc(NC(C)=O)cc23)n1,CHEMBL5403272,8.05,8.05,False,JH2,,,,,,,,,,0,,True
CCS(=O)(=O)c1ccccc1Nc1cc(Nc2ccc(F)cn2)ncc1C(=O)NC,CHEMBL4453827,6.73,6.73,False,JH2,,,,,,,,,,0,,True
CCSC(C)C(=O)N1[C@@H]2CCC[C@H]1C[C@H](Nc1nc(Nc3cc(C)[nH]n3)cc3ncccc13)C2,CHEMBL5974229,9.26,,True,Other,9.26,,,9.26,,,7.3,,,0,,False
CC[C@@H](C(=O)NCC(F)(F)F)n1c(=O)c2cc(OC)c(OC)cc2c2cnc3[nH]ccc3c21,CHEMBL4289532,6.56,6.56,False,Other,7.52,7.52,-0.96,6.96,6.96,-0.40000000000000036,7.12,7.12,-0.5600000000000005,3,-0.96,False
CC[C@@H](C)CS(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,CHEMBL6059683,9.44,9.44,False,Other,10.92,10.92,-1.4800000000000004,9.77,9.77,-0.33000000000000007,8.0,8.0,1.4399999999999995,3,-1.4800000000000004,False
CC[C@@H](C)n1cc(-c2nc(-c3cnn(C(CO)CO)c3)cn3nccc23)cn1,CHEMBL5994656,6.26,,True,JH1,5.76,,,7.26,,,5.26,,,0,,False
CC[C@@H](C)n1cc(-c2nc(-c3cnn(C4CCS(=O)(=O)CC4)c3)cn3nccc23)cn1,CHEMBL5958255,6.26,,True,JH1,5.26,,,7.26,,,5.26,,,0,,False
CC[C@@H](C)n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1,CHEMBL5840098,6.76,,True,JH1,5.76,,,6.76,,,5.26,,,0,,False
CC[C@@H](C)n1cc(-c2nc(-c3cnn(C[C@H](O)CO)c3)cn3nccc23)cn1,CHEMBL5748466,6.26,,True,JH1,5.76,,,6.26,,,5.26,,,0,,False
CC[C@@H](C1CCC1)n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1,CHEMBL5762508,6.76,,True,JH1,5.76,,,6.76,,,5.26,,,0,,False
CC[C@@H](CC(F)(F)F)n1cc(-c2nc(-c3cnn(C(CO)CO)c3)cn3nccc23)cn1,CHEMBL5989005,7.26,,True,JH1,6.26,,,7.26,,,5.26,,,0,,False
CC[C@@H](CC(F)(F)F)n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1,CHEMBL6033521,7.26,,True,JH1,6.26,,,7.26,,,5.26,,,0,,False
CC[C@@H](CC1CC1)n1cc(-c2cnn3cc(-c4cnn(C[C@@H](O)CO)c4)ncc23)cn1,CHEMBL5965285,7.26,,True,JH1,6.26,,,7.26,,,5.26,,,0,,False
CC[C@@H](CC1CC1)n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1,CHEMBL6009261,7.26,7.26,False,JH1,6.26,,,7.26,7.26,0.0,5.26,5.26,2.0,2,0.0,False
CC[C@@H]1CCC[C@@H]1n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1,CHEMBL5845029,6.76,,True,JH1,5.76,,,7.26,,,5.76,,,0,,False
CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,CHEMBL3622821,5.57,5.57,False,Other,7.785,7.785,-2.215,7.19,7.19,-1.62,7.22,7.22,-1.6499999999999995,3,-2.215,False
CC[C@@](C)(Nc1ccnc(-c2c[nH]c3ncccc23)n1)C(=O)NCC(F)(F)F,CHEMBL3039513,7.96,7.96,False,Other,7.79,7.79,0.16999999999999993,7.62,7.62,0.33999999999999986,8.6,8.6,-0.6399999999999997,3,-0.6399999999999997,False
CC[C@H](C(=O)N1CC(C#N)C1)n1c(=O)c2cc(OC)c(OC)cc2c2cnc3[nH]ccc3c21,CHEMBL4286103,7.13,7.13,False,Other,8.47,8.47,-1.3400000000000007,7.53,7.53,-0.40000000000000036,6.94,6.94,0.1899999999999995,3,-1.3400000000000007,False
CC[C@H](C(=O)NCC(F)(F)F)n1c(=O)c2cc(OC)c(OC)cc2c2cnc3[nH]ccc3c21,CHEMBL4278853,6.47,6.47,False,Other,7.36,7.36,-0.8900000000000006,6.85,6.85,-0.3799999999999999,7.06,7.06,-0.5899999999999999,3,-0.8900000000000006,False
CC[C@H](C)CS(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,CHEMBL5962155,9.52,9.52,False,Other,,,,9.81,9.81,-0.2900000000000009,8.0,8.0,1.5199999999999996,2,-0.2900000000000009,False
CC[C@H](C)n1cc(-c2nc(-c3cnn(C(CO)CO)c3)cn3nccc23)cn1,CHEMBL5754513,6.76,,True,JH1,6.26,,,7.26,,,5.26,,,0,,False
CC[C@H](C)n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1,CHEMBL5806813,6.76,,True,JH1,5.76,,,6.76,,,5.26,,,0,,False
CC[C@H](C)n1cc(-c2nc(-c3cnn(C[C@H](O)CO)c3)cn3nccc23)cn1,CHEMBL5919131,6.76,,True,JH1,5.76,,,6.76,,,5.26,,,0,,False
CC[C@H](C1CCC1)n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1,CHEMBL5862218,6.76,,True,JH1,5.76,,,6.76,,,5.26,,,0,,False
CC[C@H](CC(F)(F)F)n1cc(-c2nc(-c3cnn(C(CO)CO)c3)cn3nccc23)cn1,CHEMBL6050401,6.26,,True,JH1,5.26,,,6.26,,,5.26,,,0,,False
CC[C@H](CC(F)(F)F)n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1,CHEMBL5793613,6.76,7.26,False,JH1,5.76,,,6.76,7.26,0.0,5.26,,,1,0.0,False
CC[C@H](Cn1ccc2cnc(Nc3cnn(CC(=O)O[C@@H]4C[C@@H](C(=O)O)N(C)C4)c3)nc21)C(C)C,CHEMBL5852853,6.26,6.26,False,Other,6.26,6.26,0.0,6.26,6.26,0.0,6.26,6.26,0.0,3,0.0,False
CC[C@H](Cn1ccc2cnc(Nc3cnn(CC(=O)O[C@@H]4C[C@@H](C(=O)OC(C)C)N(C)C4)c3)nc21)C(C)C,CHEMBL5961193,6.26,6.26,False,Other,,,,6.26,6.26,0.0,6.26,6.26,0.0,2,0.0,False
CC[C@H](n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1)C(C)(F)F,CHEMBL5997361,6.26,6.26,False,JH1,5.26,,,6.26,6.26,0.0,5.26,5.26,1.0,2,0.0,False
CC[C@H]1CCC[C@H]1n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1,CHEMBL5760204,6.76,,True,JH1,5.76,,,7.26,,,5.26,,,0,,False
CCc1c(-c2cc(OC)c3nc(N)ncc3c2)ccc(O)c1F,CHEMBL5089877,5.8,5.8,False,Other,8.1,8.1,-2.3,7.2,7.2,-1.4000000000000004,7.1,7.1,-1.2999999999999998,3,-2.3,False
CCc1c(-c2ccc(C(C)(C)O)cc2)[nH]c2nccnc12,CHEMBL1976420,5.9,5.9,False,Other,,,,6.2,6.2,-0.2999999999999998,,,,1,-0.2999999999999998,False
CCc1cc(-c2cccs2)ccc1N(C)c1cc2c(cn1)ncn2C,CHEMBL6102359,8.52,8.52,False,Other,8.55,8.55,-0.030000000000001137,7.38,7.38,1.1399999999999997,7.8,7.8,0.7199999999999998,3,-0.030000000000001137,False
CCc1cc(-c2cnc(OC)nc2)ccc1N(C)c1cc2c(cn1)ncn2C,CHEMBL6120710,7.4,7.4,False,Other,8.59,8.59,-1.1899999999999995,6.81,6.81,0.5900000000000007,5.83,5.83,1.5700000000000003,3,-1.1899999999999995,False
CCc1cc(C#N)cc(F)c1N(C)c1cc(NC(=O)C2CC2)c2ncn(C)c2n1,CHEMBL5566261,9.14,9.14,False,Other,8.35,8.35,0.7900000000000009,8.44,8.44,0.7000000000000011,7.42,7.42,1.7200000000000006,3,0.7000000000000011,False
CCc1cc(C#N)cc(F)c1N(C)c1cc(NC(=O)NC)c2ncn(C)c2n1,CHEMBL5542289,9.49,9.49,False,Other,8.52,8.52,0.9700000000000006,9.33,9.33,0.16000000000000014,7.92,7.92,1.5700000000000003,3,0.16000000000000014,False
CCc1cc(C#N)cc(F)c1N(C)c1cc(Nc2cc(N)ncn2)c2ncn(C)c2n1,CHEMBL5532560,9.24,9.24,False,Other,7.66,7.66,1.58,8.62,8.62,0.620000000000001,7.33,7.33,1.9100000000000001,3,0.620000000000001,False
CCc1cc(C#N)cc(F)c1N(C)c1cc2c(ncn2C)c(NC(=O)C2CC2(F)F)n1,CHEMBL6102457,7.28,7.28,False,Other,8.11,8.11,-0.8299999999999992,6.86,6.86,0.41999999999999993,5.48,5.48,1.7999999999999998,3,-0.8299999999999992,False
CCc1cc(C#N)cc(F)c1N(C)c1cc2c(ncn2C)c(NC(=O)C2CC2)n1,CHEMBL6151013,8.32,8.32,False,Other,8.8,8.8,-0.4800000000000004,7.75,7.75,0.5700000000000003,6.5,6.5,1.8200000000000003,3,-0.4800000000000004,False
CCc1cc(C#N)cc(F)c1N(C)c1cc2c(ncn2C)c(NC(=O)C2CC2F)n1,CHEMBL6102070,8.38,8.38,False,Other,8.39,8.39,-0.009999999999999787,7.46,7.46,0.9200000000000008,6.51,6.51,1.870000000000001,3,-0.009999999999999787,False
CCc1cc(C#N)cc(F)c1N(C)c1cc2c(ncn2C)c(NC(=O)OC)n1,CHEMBL6152057,8.09,8.09,False,Other,8.13,8.13,-0.040000000000000924,7.55,7.55,0.54,6.34,6.34,1.75,3,-0.040000000000000924,False
