smiles_std,molecule_chembl_id,p_tyk2_all,p_tyk2,tyk2_binned_only,domain,p_jak1_all,p_jak1,sel_jak1,p_jak2_all,p_jak2,sel_jak2,p_jak3_all,p_jak3,sel_jak3,n_jak_tested,min_selectivity,cross_assay
BrC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,CHEMBL3918308,7.335,7.335,False,Other,8.850000000000001,8.850000000000001,-1.5150000000000015,7.84,7.84,-0.5049999999999999,6.6,6.6,0.7350000000000003,3,-1.5150000000000015,False
Brc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,CHEMBL3927649,6.82,6.82,False,Other,7.83,7.83,-1.0099999999999998,7.375,7.375,-0.5549999999999997,6.94,6.94,-0.1200000000000001,3,-1.0099999999999998,False
Brc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)o1,CHEMBL3979340,7.01,7.01,False,Other,7.71,7.71,-0.7000000000000002,8.55,8.55,-1.540000000000001,7.22,7.22,-0.20999999999999996,3,-1.540000000000001,False
Brc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)s1,CHEMBL3967749,6.96,6.96,False,Other,9.1,9.1,-2.1399999999999997,8.34,8.34,-1.38,7.26,7.26,-0.2999999999999998,3,-2.1399999999999997,False
Brc1ncc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)s1,CHEMBL3931093,6.96,6.96,False,Other,7.74,7.74,-0.7800000000000002,8.64,8.64,-1.6800000000000006,7.82,7.82,-0.8600000000000003,3,-1.6800000000000006,False
C#CCNC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,CHEMBL3959556,6.57,6.57,False,Other,8.07,8.07,-1.5,7.36,7.36,-0.79,,,,2,-1.5,False
C#Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3)c2)c(Cl)c1,CHEMBL2387125,8.02,8.02,False,Other,,,,,,,,,,0,,False
C#Cc1ccc(C(=O)c2ccc(-c3nc4cnc5[nH]ccc5c4n3[C@H]3CC[C@H](CC#N)CC3)cc2)cc1,CHEMBL5812586,6.98,6.98,False,JH2,8.7,8.7,-1.7199999999999989,7.51,7.51,-0.5299999999999994,5.25,5.25,1.7300000000000004,3,-1.7199999999999989,True
C#Cc1ccc(C(=O)c2ccc(CCc3nc4cnc5[nH]ccc5c4n3[C@H]3CC[C@H](CC#N)CC3)cc2)cc1,CHEMBL5975969,7.58,7.58,False,JH2,8.82,8.82,-1.2400000000000002,7.09,7.09,0.4900000000000002,,,,2,-1.2400000000000002,True
C#Cc1ccc(C(=O)c2ccc(COCc3nc4cnc5[nH]ccc5c4n3[C@H]3CC[C@H](CC#N)CC3)cc2)cc1,CHEMBL5837958,7.85,7.85,False,JH2,9.15,9.15,-1.3000000000000007,7.71,7.71,0.13999999999999968,6.5,6.5,1.3499999999999996,3,-1.3000000000000007,True
C#Cc1ccc(C(=O)c2ccc(OCc3nc4cnc5[nH]ccc5c4n3[C@H]3CC[C@H](CC#N)CC3)cc2)cc1,CHEMBL5990685,7.71,7.71,False,JH2,9.1,9.1,-1.3899999999999997,7.8,7.8,-0.08999999999999986,6.89,6.89,0.8200000000000003,3,-1.3899999999999997,True
C#Cc1cccc(Nc2cc(Nc3ccccc3S(C)(=O)=O)c3nc(C(F)F)[nH]c3n2)n1,CHEMBL5913315,8.26,,True,JH2,,,,,,,,,,0,,True
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,CHEMBL553,5.62,5.62,False,JH2,,,,5.415,5.415,0.20500000000000007,6.16,6.16,-0.54,2,-0.54,True
C#Cc1ccccc1Nc1nc(Nc2cnn(C)c2)ncc1C(N)=O,CHEMBL5953717,7.69,7.69,False,Other,7.74,7.74,-0.04999999999999982,,,,8.58,8.58,-0.8899999999999997,2,-0.8899999999999997,False
C/C(=C\C[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H](OS(=O)(=O)O)[C@H]4C[C@H](OS(=O)(=O)O)[C@@H](OS(=O)(=O)O)C[C@]4(C)[C@H]3CC[C@]12C)C(C)(C)C(C)C,CHEMBL5421894,6.28,6.28,False,Other,6.08,6.08,0.20000000000000018,5.92,5.92,0.3600000000000003,6.28,6.28,0.0,3,0.0,False
C/C=C/C(=O)Nc1cccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,CHEMBL4743357,5.58,5.58,False,Other,,,,5.55,5.55,0.03000000000000025,7.48,7.48,-1.9000000000000004,2,-1.9000000000000004,False
C/C=C/c1ccccc1Nc1nc(Nc2cnn(C)c2)ncc1C(N)=O,CHEMBL5863730,8.04,8.04,False,Other,8.49,8.49,-0.45000000000000107,8.68,8.68,-0.6400000000000006,8.71,8.71,-0.6700000000000017,3,-0.6700000000000017,False
C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cc(co2)COC/1,CHEMBL2035181,6.51,6.51,False,Other,5.72,5.72,0.79,6.96,6.96,-0.4500000000000002,5.04,5.04,1.4699999999999998,3,-0.4500000000000002,False
C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccnc(c2)OCC/1,CHEMBL2035052,7.52,7.52,False,Other,6.01,6.01,1.5099999999999998,7.75,7.75,-0.23000000000000043,5.85,5.85,1.67,3,-0.23000000000000043,False
C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cncc(c2)COC/1,CHEMBL2035051,6.2,6.2,False,Other,,,,6.54,6.54,-0.33999999999999986,6.0,6.0,0.20000000000000018,2,-0.33999999999999986,False
C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2coc(c2)COC/1,CHEMBL2035186,6.92,6.92,False,Other,5.52,5.52,1.4000000000000004,7.17,7.17,-0.25,5.06,5.06,1.8600000000000003,3,-0.25,False
C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2csc(c2)COC/1,CHEMBL2035184,7.33,7.33,False,Other,5.82,5.82,1.5099999999999998,7.77,7.77,-0.4399999999999995,6.17,6.17,1.1600000000000001,3,-0.4399999999999995,False
C1=C/COCc2cncc(c2)-c2ccnc(n2)Nc2cccc(c2)COC/1,CHEMBL2035046,6.02,6.02,False,Other,,,,6.03,6.03,-0.010000000000000675,,,,1,-0.010000000000000675,False
C1=C/Cn2ccc3ccc(cc32)-c2ccnc(n2)Nc2cccc(c2)COC/1,CHEMBL2035043,6.82,6.82,False,Other,5.32,5.32,1.5,6.82,6.82,0.0,,,,2,0.0,False
C1=C2COC/C=C/COCc3cc(ccc3OCCN3CCCC3)Nc3nccc(n3)C(=C1)O2,CHEMBL2035185,6.64,6.64,False,Other,5.57,5.57,1.0699999999999994,7.34,7.34,-0.7000000000000002,5.37,5.37,1.2699999999999996,3,-0.7000000000000002,False
C1=C2COC/C=C/COCc3cc(ccc3OCCN3CCCC3)Nc3nccc(n3)C(=C1)S2,CHEMBL2035183,7.5,7.5,False,Other,6.38,6.38,1.12,8.14,8.14,-0.6400000000000006,6.19,6.19,1.3099999999999996,3,-0.6400000000000006,False
C1=C2COC/C=C/COCc3cccc(c3)Nc3nccc(n3)C(=C1)O2,CHEMBL2035048,6.17,6.17,False,Other,5.1,5.1,1.0700000000000003,6.66,6.66,-0.4900000000000002,,,,2,-0.4900000000000002,False
C1=C2OC/C=C/COCc3cc(ccc3OCCN3CCCC3)Nc3nccc(n3)C(=C1)O2,CHEMBL4228766,6.64,6.64,False,Other,,,,7.34,7.34,-0.7000000000000002,,,,1,-0.7000000000000002,False
C1=CCCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)OCC1,CHEMBL2181315,5.28,5.28,False,Other,,,,5.92,5.92,-0.6399999999999997,,,,1,-0.6399999999999997,False
C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,CHEMBL2181322,6.85,6.85,False,Other,5.6,5.6,1.25,7.08,7.08,-0.23000000000000043,5.8,5.8,1.0499999999999998,3,-0.23000000000000043,False
C1=CCOCc2cc(ccc2N2CCOCC2)Nc2nccc(n2)-c2cccc(c2)COC1,CHEMBL2181321,6.8,6.8,False,Other,5.06,5.06,1.7400000000000002,7.22,7.22,-0.41999999999999993,,,,2,-0.41999999999999993,False
C1=CCOCc2cc(ccc2OCCN2CCCCC2)Nc2nccc(n2)-c2cccc(c2)COC1,CHEMBL2181331,7.08,7.08,False,Other,6.02,6.02,1.0600000000000005,7.82,7.82,-0.7400000000000002,6.12,6.12,0.96,3,-0.7400000000000002,False
C1=CCOCc2cccc(c2)-c2ccnc(n2)Nc2cc(cc(OCCN3CCCC3)c2)COC1,CHEMBL2181083,7.1,7.1,False,Other,5.68,5.68,1.42,7.32,7.32,-0.22000000000000064,6.08,6.08,1.0199999999999996,3,-0.22000000000000064,False
C1=CCOCc2cccc(c2)-c2ccnc(n2)Nc2cc(cc(OCCN3CCOCC3)c2)COC1,CHEMBL2181084,7.09,7.09,False,Other,5.62,5.62,1.4699999999999998,7.02,7.02,0.07000000000000028,5.48,5.48,1.6099999999999994,3,0.07000000000000028,False
C1=CCOc2cccc(c2)Nc2nccc(n2)-c2cccc(c2)OCC1,CHEMBL2181316,7.16,7.16,False,Other,,,,6.64,6.64,0.5200000000000005,,,,1,0.5200000000000005,False
C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,CHEMBL2035187,7.1,7.1,False,Other,6.43,6.43,0.6699999999999999,7.85,7.85,-0.75,6.949999999999999,6.949999999999999,0.15000000000000036,3,-0.75,False
C=C(C(=O)NCC)c1ccc(Nc2nc(-c3c(F)cccc3F)nc3c2C(=O)NC3)cc1,CHEMBL6024769,7.26,,True,Other,,,,,,,,,,0,,False
C=C(C)CCNc1nc(Nc2cnn(C(C)(C)C)c2)ncc1C(N)=O,CHEMBL5988377,7.7,7.7,False,Other,8.1,8.1,-0.39999999999999947,8.82,8.82,-1.12,7.81,7.81,-0.10999999999999943,3,-1.12,False
C=C(C)CNc1nc(Nc2cnn(C(C)(C)C)c2)ncc1C(N)=O,CHEMBL5811930,7.61,7.61,False,Other,,,,8.55,8.55,-0.9400000000000004,7.57,7.57,0.040000000000000036,2,-0.9400000000000004,False
C=C(CO)n1cc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CN(S(C)(=O)=O)C4)n3)n2)cn1,CHEMBL5936111,6.6,6.6,False,Other,5.79,5.79,0.8099999999999996,5.89,5.89,0.71,,,,2,0.71,False
C=C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,CHEMBL3907503,6.92,6.92,False,Other,8.09,8.09,-1.17,7.57,7.57,-0.6500000000000004,6.15,6.15,0.7699999999999996,3,-1.17,False
C=CC(=O)N1CCC(n2nc(-c3cnn(C)c3)c3c(N)ncnc32)C1,CHEMBL4249310,5.85,5.85,False,JH1,6.16,6.16,-0.3100000000000005,6.3,6.3,-0.4500000000000002,8.0,8.0,-2.1500000000000004,3,-2.1500000000000004,False
C=CC(=O)N1CCC(n2nc(-c3cnn(CCOC)c3)c3c(N)ncnc32)C1,CHEMBL4245422,5.76,5.76,False,JH1,5.97,5.97,-0.20999999999999996,6.29,6.29,-0.5300000000000002,7.81,7.81,-2.05,3,-2.05,False
C=CC(=O)N1CCCC(Cn2nc(-c3cnn(C)c3)c3c(N)ncnc32)C1,CHEMBL4241272,5.4,5.4,False,JH1,5.71,5.71,-0.3099999999999996,6.09,6.09,-0.6899999999999995,7.72,7.72,-2.3199999999999994,3,-2.3199999999999994,False
C=CC(=O)N1CCCC(Cn2nc(-c3cnn(CCOC)c3)c3c(N)ncnc32)C1,CHEMBL4249872,5.48,5.48,False,JH1,5.78,5.78,-0.2999999999999998,5.85,5.85,-0.3699999999999992,7.44,7.44,-1.96,3,-1.96,False
C=CC(=O)N1CCCC(n2nc(-c3cnn(C)c3)c3c(N)ncnc32)C1,CHEMBL4244148,5.93,5.93,False,JH1,6.21,6.21,-0.28000000000000025,6.4,6.4,-0.47000000000000064,8.21,8.21,-2.280000000000001,3,-2.280000000000001,False
C=CC(=O)N1CCCC(n2nc(-c3cnn(CCOC)c3)c3c(N)ncnc32)C1,CHEMBL4249492,5.67,5.67,False,JH1,5.87,5.87,-0.20000000000000018,6.23,6.23,-0.5600000000000005,7.67,7.67,-2.0,3,-2.0,False
C=CC(=O)NCc1ccc(Nc2ncc(C)c(-c3cnn(C(C)C)c3)n2)cc1,CHEMBL5432626,7.11,7.11,False,Other,6.97,6.97,0.14000000000000057,7.355,7.355,-0.2450000000000001,6.68,6.68,0.4300000000000006,3,-0.2450000000000001,False
C=CC(=O)N[C@H]1CC[C@H](Cn2ccc3cnc(Nc4cnn(CC(=O)OCC)c4)nc32)CC1,CHEMBL5769346,6.26,6.26,False,Other,6.26,,,6.26,6.26,0.0,,,,1,0.0,False
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(O[C@@H]3CO[C@H]4[C@@H]3OC[C@H]4O)n2)ccc1N(C)CCN(C)C,CHEMBL5174210,6.37,6.37,False,Other,5.54,5.54,0.8300000000000001,5.86,5.86,0.5099999999999998,8.72,8.72,-2.3500000000000005,3,-2.3500000000000005,False
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(O[C@@H]3CO[C@H]4[C@@H]3OC[C@H]4O)n2)ccc1N1CCC(N(C)C)C1,CHEMBL5190599,6.73,6.73,False,Other,6.57,6.57,0.16000000000000014,6.22,6.22,0.5100000000000007,8.72,8.72,-1.9900000000000002,3,-1.9900000000000002,False
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(O[C@@H]3CO[C@H]4[C@@H]3OC[C@H]4O)n2)ccc1N1CCC(N(C)C)CC1,CHEMBL5185016,6.62,6.62,False,Other,5.98,5.98,0.6399999999999997,6.36,6.36,0.2599999999999998,8.6,8.6,-1.9799999999999995,3,-1.9799999999999995,False
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(O[C@@H]3CO[C@H]4[C@@H]3OC[C@H]4O)n2)ccc1N1CCC(N2CCN(C)CC2)CC1,CHEMBL5191734,6.43,6.43,False,Other,5.81,5.81,0.6200000000000001,5.99,5.99,0.4399999999999995,8.74,8.74,-2.3100000000000005,3,-2.3100000000000005,False
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(O[C@@H]3CO[C@H]4[C@@H]3OC[C@H]4O)n2)ccc1N1CCC2(CCN(C)CC2)CC1,CHEMBL5207354,6.63,6.63,False,Other,6.05,6.05,0.5800000000000001,5.97,5.97,0.6600000000000001,8.26,8.26,-1.63,3,-1.63,False
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(O[C@@H]3CO[C@H]4[C@@H]3OC[C@H]4O)n2)ccc1N1CCN(CC)CC1,CHEMBL5184019,6.78,6.78,False,Other,6.32,6.32,0.45999999999999996,6.44,6.44,0.33999999999999986,8.66,8.66,-1.88,3,-1.88,False
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(O[C@@H]3CO[C@H]4[C@@H]3OC[C@H]4O)n2)ccc1N1CCOCC1,CHEMBL5182065,6.47,6.47,False,Other,5.95,5.95,0.5199999999999996,5.93,5.93,0.54,8.8,8.8,-2.330000000000001,3,-2.330000000000001,False
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(O[C@@H]3CO[C@H]4[C@@H]3OC[C@H]4O)n2)ccc1N1C[C@@H]2C[C@H]1CO2,CHEMBL5205480,6.83,6.83,False,Other,6.72,6.72,0.11000000000000032,6.45,6.45,0.3799999999999999,8.82,8.82,-1.9900000000000002,3,-1.9900000000000002,False
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(O[C@@H]3CO[C@H]4[C@@H]3OC[C@H]4O)n2)ccc1N1C[C@H]2C[C@@H]1CN2C,CHEMBL5184187,6.73,6.73,False,Other,6.1,6.1,0.6300000000000008,6.28,6.28,0.4500000000000002,8.82,8.82,-2.09,3,-2.09,False
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(O[C@@H]3CO[C@H]4[C@@H]3OC[C@H]4OC)n2)ccc1N(C)CCN(C)C,CHEMBL5193702,6.44,6.44,False,Other,5.33,5.33,1.1100000000000003,5.69,5.69,0.75,8.51,8.51,-2.0699999999999994,3,-2.0699999999999994,False
C=CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,CHEMBL4746272,5.55,5.55,False,Other,5.88,5.88,-0.33000000000000007,6.0,6.0,-0.4500000000000002,8.77,8.77,-3.2199999999999998,3,-3.2199999999999998,False
C=CC(=O)Nc1ccc(CNc2cc(Nc3cnn(CCO)c3)ncn2)cc1,CHEMBL4541547,5.66,5.66,False,Other,5.91,5.91,-0.25,5.68,5.68,-0.019999999999999574,8.03,8.03,-2.369999999999999,3,-2.369999999999999,False
C=CC(=O)Nc1ccc(CNc2cc(Nc3cnn(CCOC)c3)ncn2)cc1,CHEMBL4593058,5.64,5.64,False,Other,6.07,6.07,-0.4300000000000006,,,,8.03,8.03,-2.3899999999999997,2,-2.3899999999999997,False
C=CC(=O)Nc1cccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,CHEMBL4758891,5.61,5.61,False,Other,5.67,5.67,-0.05999999999999961,5.75,5.75,-0.13999999999999968,7.52,7.52,-1.9099999999999993,3,-1.9099999999999993,False
C=CC(=O)Nc1cccc(-c2ccnc(Nc3cnn(CCOC)c3)n2)c1,CHEMBL4754557,5.54,5.54,False,Other,5.96,5.96,-0.41999999999999993,5.89,5.89,-0.34999999999999964,7.26,7.26,-1.7199999999999998,3,-1.7199999999999998,False
C=CC(=O)Nc1cccc(CNc2cc(Nc3cnn(CCO)c3)ncn2)c1,CHEMBL4572373,5.59,5.59,False,Other,5.95,5.95,-0.3600000000000003,,,,8.14,8.14,-2.5500000000000007,2,-2.5500000000000007,False
C=CC(=O)Nc1cccc(CNc2cc(Nc3cnn(CCOC)c3)ncn2)c1,CHEMBL4574614,5.64,5.64,False,Other,6.11,6.11,-0.47000000000000064,5.69,5.69,-0.05000000000000071,8.15,8.15,-2.5100000000000007,3,-2.5100000000000007,False
C=CC(=O)Nc1cccc(CNc2nc(Nc3ccc(N4CCN(CCCCNC(=O)CC5C6C[C@H]7CC5C[C@@H](C6)C7)CC4)cc3)ncc2Cl)c1,CHEMBL6195923,6.43,6.43,False,Other,6.6,6.6,-0.16999999999999993,6.38,6.38,0.04999999999999982,7.645,7.645,-1.2149999999999999,3,-1.2149999999999999,False
C=CC(=O)Nc1cccc(CNc2nc(Nc3ccc(N4CCN(CCCNC(=O)CC5C6CC7CC(C6)CC5C7)CC4)cc3)ncc2Cl)c1,CHEMBL6195922,6.27,6.27,False,Other,5.95,5.95,0.3199999999999994,5.92,5.92,0.34999999999999964,7.515,7.515,-1.245,3,-1.245,False
C=CC(=O)Nc1cccc(CNc2nc(Nc3ccc(N4CCN(CCCNC(=O)CC5C6CC7CC(C6)CC5C7)CC4)cc3OC)ncc2Cl)c1,CHEMBL6195921,5.74,5.74,False,Other,5.47,5.47,0.27000000000000046,5.51,5.51,0.23000000000000043,6.885,6.885,-1.1449999999999996,3,-1.1449999999999996,False
C=CC(=O)Nc1cccc(CNc2nc(Nc3ccc(N4CCN(CCNC(=O)CC5C6CC7CC(C6)CC5C7)CC4)cc3OC)ncc2Cl)c1,CHEMBL6195920,5.52,5.52,False,Other,5.39,5.39,0.1299999999999999,5.08,5.08,0.4399999999999995,6.79,6.79,-1.2700000000000005,3,-1.2700000000000005,False
C=CC(=O)Nc1cccc(CNc2nc(Nc3cnn(C4CCN(C(=O)CC5C6CC7CC(C6)CC5C7)CC4)c3)ncc2Cl)c1,CHEMBL6195925,8.79,8.79,False,Other,5.68,5.68,3.1099999999999994,5.5,5.5,3.289999999999999,7.825,7.825,0.964999999999999,3,0.964999999999999,False
C=CC(=O)Nc1cccc(CNc2nc(Nc3cnn(C4CCN(CCNC(=O)CC5C6CC7CC(C6)CC5C7)CC4)c3)ncc2Cl)c1,CHEMBL6195926,6.1,6.1,False,Other,6.02,6.02,0.08000000000000007,5.84,5.84,0.2599999999999998,7.575,7.575,-1.4750000000000005,3,-1.4750000000000005,False
C=CC(=O)Nc1cccc(CNc2nc(Nc3cnn(CCN4CCN(C(=O)CC5C6CC7CC(C6)CC5C7)CC4)c3)ncc2Cl)c1,CHEMBL6195924,6.17,6.17,False,Other,5.96,5.96,0.20999999999999996,5.86,5.86,0.3099999999999996,7.67,7.67,-1.5,3,-1.5,False
C=CC(=O)Nc1cccc(CNc2nc(Nc3cnn(CCO)c3)ncc2Cl)c1,CHEMBL3601120,6.85,6.85,False,Other,7.96,7.96,-1.1100000000000003,7.5,7.5,-0.6500000000000004,,,,2,-1.1100000000000003,False
C=CC(=O)Nc1cccc(CNc2nc(Nc3cnn(CCOC)c3)ncc2Cl)c1,CHEMBL3601115,6.39,6.39,False,Other,7.46,7.46,-1.0700000000000003,7.29,7.29,-0.9000000000000004,,,,2,-1.0700000000000003,False
C=CC(=O)Nc1cccc(CNc2nc(Nc3cnn(CCOCCOCCOCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)c3)ncc2Cl)c1,CHEMBL3601862,5.51,5.51,False,Other,6.13,6.13,-0.6200000000000001,6.38,6.38,-0.8700000000000001,8.64,8.64,-3.130000000000001,3,-3.130000000000001,False
C=CC(=O)Nc1cccc(Cn2c(=O)ccc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1,CHEMBL5194482,5.05,5.05,False,Other,5.61,5.61,-0.5600000000000005,5.95,5.95,-0.9000000000000004,8.7,8.7,-3.6499999999999995,3,-3.6499999999999995,False
C=CC(=O)Nc1cccc(Nc2ncc(Cl)c(O[C@@H]3CO[C@H]4[C@@H]3OC[C@H]4O)n2)c1,CHEMBL5189603,7.03,7.03,False,Other,6.25,6.25,0.7800000000000002,5.85,5.85,1.1800000000000006,8.92,8.92,-1.8899999999999997,3,-1.8899999999999997,False
C=CCCCNc1nc(Nc2cnn(C(C)(C)C)c2)ncc1C(N)=O,CHEMBL5891375,7.23,7.23,False,Other,7.3,7.3,-0.0699999999999994,8.6,8.6,-1.3699999999999992,8.52,8.52,-1.2899999999999991,3,-1.3699999999999992,False
C=CCCNc1nc(Cc2cnn(C(C)(C)C)c2)ncc1C(N)=O,CHEMBL5788195,7.69,7.69,False,Other,,,,7.86,7.86,-0.16999999999999993,8.48,8.48,-0.79,2,-0.79,False
C=CCOC(=O)N1[C@@H]2CCC[C@H]1C[C@@H](Nc1nc(Nc3cc(C)[nH]n3)cc3nc(CN4CCOCC4)ccc13)C2,CHEMBL5751586,9.26,,True,Other,9.26,,,9.26,,,9.26,,,0,,False
C=CCOC(=O)N1[C@@H]2CCC[C@H]1C[C@H](Nc1nc(Nc3cc(C)[nH]n3)cc3nc(CN4CCOCC4)ccc13)C2,CHEMBL5877444,9.26,,True,Other,9.26,,,9.26,,,9.26,,,0,,False
C=CCOC(=O)N1[C@@H]2CCC[C@H]1C[C@H](Nc1nc(Nc3cc(C)[nH]n3)cc3ncccc13)C2,CHEMBL5754884,7.3,,True,Other,9.26,,,9.26,,,7.3,,,0,,False
C=CCOC(=O)N1[C@@H]2CC[C@H]1C[C@H](Nc1nc(Nc3cc(C)[nH]n3)cc3nc(CN4CCOCC4)ccc13)C2,CHEMBL5827708,9.26,,True,Other,9.26,,,9.26,,,9.26,,,0,,False
C=CCOC(=O)N1[C@@H]2CC[C@H]1C[C@H](Nc1nc(Nc3cc(C)[nH]n3)cc3nc(OC)ccc13)C2,CHEMBL5753717,7.3,,True,Other,9.26,,,7.3,,,7.3,,,0,,False
C=CCOC(=O)N1[C@@H]2CC[C@H]1C[C@H](Nc1nc(Nc3cc(C)[nH]n3)cc3ncc(C(=O)OC)cc13)C2,CHEMBL6020000,7.3,,True,Other,9.26,,,9.26,,,7.3,,,0,,False
C=CCOC(=O)N1[C@@H]2CC[C@H]1C[C@H](Nc1nc(Nc3cc(C)[nH]n3)cc3ncc(OC)cc13)C2,CHEMBL5871726,7.3,,True,Other,9.26,,,7.3,,,7.3,,,0,,False
C=CCOC(=O)N1[C@@H]2CC[C@H]1C[C@H](Nc1nc(Nc3cc(C)[nH]n3)cc3ncccc13)C2,CHEMBL6005291,7.3,,True,Other,9.26,,,9.26,,,7.3,,,0,,False
C=CCS(=O)(=O)N1[C@@H]2CCC[C@H]1C[C@H](Nc1nc(Nc3cc(C)[nH]n3)cc3ncccc13)C2,CHEMBL5902746,9.26,,True,Other,9.26,,,,,,9.26,,,0,,False
C=CCc1ccccc1Nc1nc(Nc2cnn(C)c2)ncc1C(N)=O,CHEMBL5825151,8.01,8.01,False,Other,8.48,8.48,-0.47000000000000064,,,,8.43,8.43,-0.41999999999999993,2,-0.47000000000000064,False
C=CS(=O)(=O)NCc1ccc(Nc2ncc(C)c(-c3cnn(C(C)C)c3)n2)cc1,CHEMBL5422938,6.69,6.69,False,Other,6.71,6.71,-0.019999999999999574,7.825,7.825,-1.1349999999999998,6.56,6.56,0.13000000000000078,3,-1.1349999999999998,False
C=Cc1ccccc1Nc1nc(Nc2cnn(C)c2)ncc1C(N)=O,CHEMBL6033202,8.63,8.63,False,Other,8.79,8.79,-0.15999999999999837,8.9,8.9,-0.2699999999999996,8.43,8.43,0.20000000000000107,3,-0.2699999999999996,False
C=Cc1cncnc1N(C)[C@H]1C[C@@H](NS(=O)(=O)[C@@H]2CC[C@@H](C#N)C2)C1,CHEMBL5853431,5.99,5.99,False,Other,8.1,8.1,-2.1099999999999994,6.09,6.09,-0.09999999999999964,,,,2,-2.1099999999999994,False
CC#CCn1ccc2cnc(Nc3cnn(CC(=O)OCC)c3)nc21,CHEMBL5867104,6.26,6.26,False,Other,6.26,,,6.26,6.26,0.0,,,,1,0.0,False
CC(=N)NC(=N)c1n[nH]c2cc(-c3cc(F)c(O)cc3CC(F)(F)F)nc(NCc3ccccc3N(C)S(C)(=O)=O)c12,CHEMBL6023237,6.82,6.82,False,Other,7.56,7.56,-0.7399999999999993,6.89,6.89,-0.0699999999999994,6.37,6.37,0.4500000000000002,3,-0.7399999999999993,False
CC(=N)NCc1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1,CHEMBL5920829,8.59,8.59,False,JH2,9.4,9.4,-0.8100000000000005,7.85,7.85,0.7400000000000002,5.64,5.64,2.95,3,-0.8100000000000005,True
CC(=NNC(=N)N)c1cc(NC(=O)NCCCCCCNC(=O)Nc2cc(C(C)=NNC(=N)N)cc(C(C)=NNC(=N)N)c2)cc(C(C)=NNC(=N)N)c1,CHEMBL1991728,5.7,5.7,False,Other,,,,6.0,6.0,-0.2999999999999998,6.0,6.0,-0.2999999999999998,2,-0.2999999999999998,False
CC(=O)N(C)C1CC(CC#N)(n2ccc(-c3nc(-c4cc[nH]n4)cc4ncccc34)n2)C1,CHEMBL5793326,6.345000000000001,6.345000000000001,False,Other,5.505,5.505,0.8400000000000007,5.635,5.635,0.7100000000000009,,,,2,0.7100000000000009,False
CC(=O)N1CC(CC#N)(n2cc(-c3nc(-c4cnn(C)c4)cn4nccc34)cn2)C1,CHEMBL4761132,6.17,6.17,False,Other,5.21,5.21,0.96,5.76,5.76,0.41000000000000014,,,,2,0.41000000000000014,False
CC(=O)N1CC(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)C1,CHEMBL5772110,5.4,5.4,False,Other,7.48,7.48,-2.08,6.0,6.0,-0.5999999999999996,5.0,5.0,0.40000000000000036,3,-2.08,False
